SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE_TYPE,LM_START_WT,TAP_O2,O2AFTERCELOX,LTA,FIRSTMEASTEMP,STATION,LIME,SIMN,ALBAR
30456277,2021-12-25 05:14:31.967,N,21405849,JDTL0550DN,200,1100,0,74.45,1579,5,1019,1854,110
30456137,2021-12-25 05:10:02.130,N,21305951,JDHCG04BCN,193,1260,0,92.15,1585,4,1897,NULL,440
30455803,2021-12-25 05:01:32.320,N,21305951,JDHCG04BCN,194,1260,0,92.15,1585,4,1897,NULL,440
30455593,2021-12-25 04:55:31.947,N,21405849,JDTL0550DN,200,1100,0,74.45,0,5,1019,1854,110
30455525,2021-12-25 04:53:31.950,N,21305951,JDHCG04BCN,194,1260,0,92.15,0,4,1897,NULL,440
30455424,2021-12-25 04:49:31.937,N,21305950,JDTL0550DN,189,1210,0,148.52,1562,5,1468,1534,264
30455402,2021-12-25 04:49:01.937,N,21305951,JDHCG04BCN,193,1260,0,0,1551,3,736,NULL,440
30455356,2021-12-25 04:47:31.970,N,21405849,JDTL0550DN,200,1100,0,74.45,0,4,1019,1854,110
30455333,2021-12-25 04:47:31.947,N,21405849,JDTL0550DN,200,1100,0,74.45,0,4,1019,1854,110
30455212,2021-12-25 04:44:01.927,N,21405849,JDTL0550DN,200,1100,0,0,0,4,1019,1854,110
30455187,2021-12-25 04:43:31.933,N,21405849,JDTL0550DN,200,1100,0,0,0,4,1019,1854,0
30454585,2021-12-25 04:26:02.020,N,21305951,JDHCG04BCN,193,1260,0,0,1551,3,736,NULL,440
30454560,2021-12-25 04:25:01.920,N,21405848,JDHCG04ACN,182,1100,0,1278.65,1574,4,1022,NULL,264
30454271,2021-12-25 04:21:31.930,N,21305950,JDTL0550DN,188,1210,0,148.52,1562,5,1468,1534,264
30453881,2021-12-25 04:17:31.930,N,21305951,JDHCG04BCN,193,1260,0,0,0,3,736,NULL,0
30453609,2021-12-25 04:15:01.927,N,21305950,JDTL0550DN,188,1210,0,0,1562,5,1468,1534,264
30453088,2021-12-25 04:09:31.910,N,21305950,JDTL0550DN,188,1210,0,0,0,5,1468,1534,264
30452987,2021-12-25 04:07:02.030,N,21405847,JDTL0550DN,202,1160,107,104.48,1559,5,1230,NULL,110
30452661,2021-12-25 04:04:02.117,N,21405848,JDHCG04ACN,182,1100,0,1278.65,1574,4,1022,NULL,264
30452488,2021-12-25 04:02:02.577,N,21405848,JDTL0550DN,182,1100,0,0,0,4,1022,NULL,0
30452470,2021-12-25 04:01:32.073,N,21305950,JDTL0550DN,188,1210,0,0,1563,3,737,NULL,264
30451949,2021-12-25 03:10:31.950,N,21305949,JDHCG04ACN,190,910,59,61.83,1586,4,1651,NULL,484
30451695,2021-12-25 03:06:31.857,N,21405847,JDTL0550DN,200,1160,107,104.48,1559,5,1230,NULL,110
30451591,2021-12-25 03:02:32.017,N,21305950,JDHCG04ACN,186,1210,0,0,1563,3,737,NULL,264
30451345,2021-12-25 02:53:31.840,N,21305950,JDHWT41AMN,186,1210,0,0,0,3,737,NULL,0
30451143,2021-12-25 02:47:01.837,N,21405847,JDTL0550DN,200,1160,107,104.48,0,5,1230,NULL,0
30451049,2021-12-25 02:44:31.830,N,21405846,JDTL0550DN,186,1010,111,1045.3,1579,5,1477,NULL,330
30450285,2021-12-25 02:20:31.800,N,21405846,JDTL0550DN,185,1010,111,1045.3,1579,5,1477,NULL,330
30449565,2021-12-25 01:59:31.797,N,21305949,JDHCG04ACN,190,910,59,61.83,1586,4,1651,NULL,484
30449249,2021-12-25 01:49:31.777,N,21305949,JDHCG04ACN,190,910,59,61.83,0,4,1651,NULL,484
30449184,2021-12-25 01:48:01.767,N,21405846,JDHCG04ACN,185,1010,111,1045.3,0,5,1477,NULL,330
30449135,2021-12-25 01:45:31.770,N,21305948,JDTL0550DN,198,1120,0,17.95,1550,5,1119,NULL,264
30448957,2021-12-25 01:38:31.857,N,21305949,JDHCG04ACN,190,910,59,61.83,1573,3,908,NULL,484
30448079,2021-12-25 01:11:31.820,N,21405846,JDHCG04ACN,185,1010,111,1046.52,1600,4,1225,NULL,330
30447921,2021-12-25 01:07:01.813,N,21305948,JDHCG04ACN,196,1120,0,17.95,1550,5,1119,NULL,264
30447072,2021-12-25 00:42:01.720,N,21305948,JDHCG04ACN,196,1120,0,17.95,0,5,1119,NULL,264
30447036,2021-12-25 00:41:01.837,N,21405845,JDTL0550DN,194,0,394,784.45,1543,5,903,2137,44
30446993,2021-12-25 00:40:31.717,N,21305949,JDHCG04ACN,190,910,59,61.83,1573,3,908,NULL,484
30446819,2021-12-25 00:35:31.710,N,21305949,JDHCG04ACN,190,910,59,61.83,0,3,908,NULL,0
30445833,2021-12-25 00:05:01.780,N,21405846,JDHCG04ACN,185,1010,111,1046.52,1600,4,1225,NULL,330
30445800,2021-12-25 00:04:02.080,N,21405846,JDTL0550DN,185,1010,111,0,0,4,1225,NULL,0
30445408,2021-12-24 23:50:01.707,N,21405845,JDTL0550DN,194,0,394,784.45,1543,5,903,2137,44
30445240,2021-12-24 23:44:01.723,N,21305948,JDHCG04ACN,196,1120,0,17.95,1611,3,849,NULL,264
30445148,2021-12-24 23:41:01.657,N,21405845,JDTL0550DN,194,0,394,784.45,0,5,903,2137,44
30445039,2021-12-24 23:38:31.753,N,21305947,JDTL0550DN,186,1210,0,42.37,1549,5,626,1783,110
30444321,2021-12-24 23:14:01.620,N,21305948,JDHCG04ACN,196,1120,0,17.95,1611,3,849,NULL,264
30444192,2021-12-24 23:10:01.767,N,21305948,JDTL0550DN,196,1120,0,17.95,0,3,849,NULL,0
30444064,2021-12-24 23:06:01.617,N,21405845,JDTL0550DN,194,0,394,799.37,1558,4,609,1862,44
30443390,2021-12-24 22:46:31.633,N,21305947,JDTL0550DN,185,1210,0,42.37,1549,5,626,1783,110
30443153,2021-12-24 22:39:31.590,N,21305947,JDTL0550DN,185,1210,0,42.37,0,5,626,1783,110
30442998,2021-12-24 22:33:31.733,N,21405845,JDTL0550DN,193,0,394,799.37,1558,4,609,1862,44
30442955,2021-12-24 22:32:01.693,N,21305946,JDTL0550DN,208,1170,0,796.7,1597,5,998,2258,110
30442578,2021-12-24 22:21:01.593,N,21405845,JDTL0550DN,193,0,394,799.37,1558,4,609,1862,0
30442190,2021-12-24 22:10:01.733,N,21305947,JDTL0550DN,185,1210,0,46.02,1566,3,433,1783,110
30442025,2021-12-24 22:04:31.583,N,21405845,JDHCG04BCN,193,0,394,0,0,4,609,1862,0
30441680,2021-12-24 21:54:31.563,N,21305947,JDTL0550DN,185,1210,0,46.02,1566,3,433,1783,110
30441410,2021-12-24 21:45:01.633,N,21305947,JDTL0550DN,185,1210,0,0,0,3,433,1783,0
30441343,2021-12-24 21:43:31.563,N,21305946,JDTL0550DN,208,1170,0,796.7,1597,5,998,2258,110
30441078,2021-12-24 21:34:31.613,N,21305946,JDTL0550DN,208,1170,0,796.7,0,5,998,2258,110
30440864,2021-12-24 21:26:31.670,N,21405844,JDTL0550DN,214,939,79,355.78,1586,5,1140,2424,110
30440843,2021-12-24 21:26:01.540,N,21305946,JDTL0550DN,208,1170,0,800.52,1542,3,592,1771,110
30439656,2021-12-24 20:49:01.507,N,21405844,JDTL0550DN,213,939,79,355.78,1586,5,1140,2424,110
30439343,2021-12-24 20:39:01.483,N,21305946,JDTL0550DN,207,1170,0,800.52,1542,3,592,1771,110
30439295,2021-12-24 20:38:01.497,N,21405844,JDTL0550DN,213,939,79,355.78,0,5,1140,2424,110
30439143,2021-12-24 20:33:01.647,N,21305946,JDTL0550DN,207,1170,0,0,0,3,592,1771,0
30438918,2021-12-24 20:24:31.540,N,21405844,JDTL0550DN,213,939,79,0,1595,4,721,1866,110
30438767,2021-12-24 20:20:01.477,N,21305945,JDTL0550DN,195,1010,38,3912.63,1576,5,590,2196,110
30438372,2021-12-24 20:07:01.513,N,21405844,JDTL0550DN,213,939,79,0,1595,4,721,1866,110
30438277,2021-12-24 20:04:01.450,N,21405844,JDTL0550DN,213,939,79,0,0,4,721,1866,0
30438090,2021-12-24 19:58:01.453,N,21305945,JDTL0550DN,195,1010,38,3912.63,1576,5,590,2196,110
30437586,2021-12-24 19:39:31.423,N,21305945,JDTL0550DN,195,1010,38,3912.63,0,5,590,2196,110
30437517,2021-12-24 19:36:01.427,N,21305945,JDTL0550DN,194,1010,38,3927.52,1590,3,431,1771,110
30437475,2021-12-24 19:35:01.417,N,21305945,JDTL0550DN,194,1010,38,3927.52,1590,3,431,1771,110
30437217,2021-12-24 19:24:31.403,N,21305945,JDTL0550DN,194,1010,38,0,1590,3,431,1771,110
30437045,2021-12-24 19:17:31.397,N,21305945,JDTL0550DN,194,1010,38,0,0,3,431,1771,0
30436921,2021-12-24 19:13:01.400,N,21305944,JDTL0550DN,186,1120,0,147.25,1594,5,727,2071,220
30435719,2021-12-24 18:24:01.360,N,21305944,JDTL0550DN,186,1120,0,147.25,1594,5,727,2071,220
30435433,2021-12-24 18:11:31.357,N,21305944,JDTL0550DN,186,1120,0,147.25,0,5,727,2071,220
30435359,2021-12-24 18:08:01.560,N,21305944,JDTL0550DN,186,1120,0,0,1576,3,431,1778,220
30434846,2021-12-24 17:39:01.317,N,21305944,JDTL0550DN,186,1120,0,0,1576,3,431,1778,220
30434688,2021-12-24 17:28:31.303,N,21305944,JDHCG04BCN,186,1120,0,0,0,3,431,1778,0
30432011,2021-12-24 13:20:01.077,N,21405843,JDTL0550DN,197,455,365,0,1573,4,NULL,200,66
30431339,2021-12-24 12:28:01.050,N,21405843,JDTL0550DN,196,455,365,0,1573,4,NULL,200,66
30431278,2021-12-24 12:24:01.047,N,21405843,JDTL0550DN,196,455,365,0,0,4,NULL,200,0
30430945,2021-12-24 12:00:01.350,N,21305943,JDTL0500DN,142,1210,0,3166.98,1579,3,759,1627,154
30429254,2021-12-24 10:10:01.150,N,21305943,JDTL0500DN,141,1210,0,3166.98,1579,3,759,1627,154
30429134,2021-12-24 09:59:01.190,N,21305943,JDTL0500DN,141,1210,0,3166.98,0,3,759,1627,154
30429119,2021-12-24 09:58:30.900,N,21305943,JDTL0500DN,141,1210,0,3166.98,1558,5,NULL,968,154
30427623,2021-12-24 07:49:00.800,N,21305943,JDTL0500DN,140,1210,0,3166.98,1558,5,NULL,968,154
30427517,2021-12-24 07:43:00.773,N,21305943,JDTL0500DN,140,1210,0,3166.98,0,5,NULL,968,154
30427207,2021-12-24 07:19:00.797,N,21305943,JDTL0500DN,140,1210,0,3166.98,0,3,NULL,968,154
30427190,2021-12-24 07:18:30.753,N,21305943,JDHCG04BCN,141,1210,0,0,0,3,NULL,968,0
30426936,2021-12-24 07:05:30.743,N,21305942,JDHMC20BCS,199,1090,12,71.52,1540,5,1129,289,440
30426869,2021-12-24 07:03:30.813,N,21405842,JDHWT41AMN,186,1020,341,0,1629,4,992,347,352
30426427,2021-12-24 06:48:00.760,N,21405842,JDHWT41AMN,185,1020,341,0,1629,4,992,347,352
30426291,2021-12-24 06:43:30.713,N,21305942,JDHMC20BCS,198,1090,12,71.52,1540,5,1129,289,440
30426232,2021-12-24 06:41:30.783,N,21405842,JDHMC2052A,185,1020,341,0,0,4,992,347,0
30425732,2021-12-24 06:27:30.723,N,21305942,JDHMC20BCS,198,1090,12,9244.28,1540,5,1129,289,0
30425233,2021-12-24 06:11:30.690,N,21305942,JDHMC20BCS,198,1090,12,9244.28,0,5,1129,289,0
30424891,2021-12-24 05:59:00.773,N,21105766,JDHMC26TPS,192,994,0,105.12,1586,3,1311,1952,330
30424534,2021-12-24 05:48:00.667,N,21305941,JDTL0550DN,196,1230,0,114.78,1549,5,484,1773,44
30424442,2021-12-24 05:45:30.653,N,21105766,JDHMC26TPS,191,994,0,105.12,1586,3,1311,1952,330
30424091,2021-12-24 05:38:00.820,N,21405841,JDHMC20AMA,186,930,0,82.52,1559,4,1015,2067,330
30423775,2021-12-24 05:31:00.660,N,21105766,JDHMC26TPS,191,994,0,105.12,1586,3,1311,1952,0
30423197,2021-12-24 05:14:00.717,N,21105766,JDHMC26TPS,191,994,0,107.55,0,1,1311,1952,0
30423174,2021-12-24 05:14:00.647,N,21105766,JDHMC26TPS,191,994,0,107.55,0,1,1311,1952,0
30422935,2021-12-24 05:08:00.863,N,21305941,JDTL0550DN,195,1230,0,114.78,1549,5,484,1773,44
30422825,2021-12-24 05:05:00.663,N,21405841,JDHMC20AMA,186,930,0,82.52,1559,4,1015,2067,330
30422553,2021-12-24 04:59:00.680,N,21405841,JDTL0550DN,186,930,0,0,0,4,1015,2067,0
30422533,2021-12-24 04:59:00.627,N,21305941,JDHMC2052A,195,1230,0,114.78,0,5,484,1773,0
30421906,2021-12-24 04:38:00.603,N,21405840,JDTL0550DN,184,960,96,167,1529,5,506,1861,44
30421855,2021-12-24 04:36:30.603,N,21105765,JDHMC2052A,200,936,44,83.03,1564,4,1311,2048,704
30421454,2021-12-24 04:26:30.600,N,21105765,JDHMC2052A,200,936,44,83.03,1564,4,1311,2048,704
30421370,2021-12-24 04:24:00.607,N,21405840,JDTL0550DN,184,960,96,167,1529,5,506,1861,44
30421237,2021-12-24 04:20:30.600,N,21305940,JDHMC26TPS,187,1210,0,2005.93,1529,3,1289,1983,330
30420778,2021-12-24 04:09:00.583,N,21105765,JDHMC2052A,200,936,44,83.03,0,4,1311,2048,374
30420494,2021-12-24 04:02:30.683,N,21405840,JDTL0550DN,184,960,96,167,1529,5,506,1861,0
30420443,2021-12-24 04:01:00.880,N,21105765,JDHMC2052A,200,936,44,0,0,1,1311,2048,374
30420417,2021-12-24 04:00:31.007,N,21105765,JDHMC2052A,200,936,44,0,0,1,1311,2048,0
30420210,2021-12-24 03:55:00.713,N,21405840,JDTL0550DN,184,960,96,167,0,5,506,1861,0
30419361,2021-12-24 03:43:00.873,N,21105764,JDTL0550DN,194,874,68,51.68,1550,5,534,1750,44
30419288,2021-12-24 03:42:30.810,N,21305940,JDHMC26TPS,187,1210,0,2005.93,1529,3,1289,1983,330
30419164,2021-12-24 03:23:30.890,N,21405840,JDTL0550DN,184,960,96,0,0,4,506,1861,0
30419153,2021-12-24 03:23:00.600,N,21405840,JDTL0550DN,184,960,96,0,0,4,506,1861,0
30419126,2021-12-24 03:23:00.530,N,21305940,JDHMC2052A,187,1210,0,2005.93,0,3,1289,1983,0
30418943,2021-12-24 03:18:00.630,N,21405839,JDHMC2052A,193,972,0,106.48,1526,4,1013,2157,330
30418413,2021-12-24 03:07:00.507,N,21305939,JDHMC20AMA,206,1070,0,0,1528,3,1133,2085,330
30417619,2021-12-24 02:42:00.487,N,21105764,JDTL0550DN,193,874,68,51.68,1550,5,534,1750,44
30416739,2021-12-24 02:18:00.487,N,21105764,JDTL0550DN,193,874,68,51.68,1550,5,534,1750,0
30416483,2021-12-24 02:11:30.483,N,21105764,JDTL0550DN,193,874,68,51.68,0,5,534,1750,0
30416098,2021-12-24 02:00:30.460,N,21405839,JDHMC2052A,192,972,0,106.48,1526,4,1013,2157,330
30415998,2021-12-24 01:57:30.593,N,21405839,JDHMC2052A,192,972,0,106.48,0,4,1013,2157,0
30415992,2021-12-24 01:57:30.573,N,21105764,JDHCG04ACS,193,874,68,51.68,0,1,534,1750,0
30415970,2021-12-24 01:57:00.537,N,21105764,JDHCG04ACS,193,874,68,51.68,0,1,534,1750,0
30415947,2021-12-24 01:56:30.463,N,21405838,JDHMC2052A,196,1120,36,102.95,1561,4,1008,2154,330
30415381,2021-12-24 01:41:30.437,N,21105763,JDHMC20AMA,191,980,0,108.3,1532,5,1311,2053,418
30414356,2021-12-24 01:15:30.430,N,21305939,JDHMC20AMA,206,1070,0,0,1528,3,1133,2085,330
30414135,2021-12-24 01:09:30.423,N,21305939,JDHMC20AMA,206,1070,0,0,0,3,1133,2085,0
30413944,2021-12-24 01:04:00.407,N,21405838,JDHMC2052A,195,1120,36,102.95,1561,4,1008,2154,330
30413710,2021-12-24 00:56:30.420,N,21105763,JDHMC20AMA,191,980,0,108.3,1532,5,1311,2053,418
30413553,2021-12-24 00:51:30.403,N,21105763,JDHMC20AMA,191,980,0,108.3,0,5,1311,2053,418
30413248,2021-12-24 00:41:30.423,N,21305938,JDHMC2052A,184,1230,0,88.58,1572,3,1121,2075,330
30413245,2021-12-24 00:41:30.373,N,21105763,JDHMC20AMA,191,980,0,108.3,0,1,1311,2053,418
30412773,2021-12-24 00:29:00.377,N,21105763,JDHMC20AMA,191,980,0,108.3,0,1,1311,2053,0
30412732,2021-12-24 00:28:00.377,N,21105762,JDHMC20BCS,192,923,0,61.8,1563,5,1091,259,440
30411955,2021-12-24 00:07:30.343,N,21405838,JDHMC2052A,195,1120,36,0,1561,4,1008,2154,330
30411783,2021-12-24 00:02:30.330,N,21405838,JDHCG04BCN,195,1120,36,0,0,4,1008,2154,0
30411103,2021-12-23 23:45:00.407,N,21105762,JDHMC20BCS,192,923,0,61.8,1563,5,1091,259,440
30410787,2021-12-23 23:36:00.313,N,21105762,JDHMC20BCS,192,923,0,61.8,0,5,1091,259,0
30410737,2021-12-23 23:34:30.487,N,21305938,JDHMC2052A,184,1230,0,88.58,1572,3,1121,2075,330
30410560,2021-12-23 23:29:30.490,N,21305938,JDHST29ACN,184,1230,0,88.58,0,3,1121,2075,0
30410537,2021-12-23 23:29:00.320,N,21405837,JDHMC2052A,178,1300,0,114.55,1549,4,NULL,2035,330
30410287,2021-12-23 23:22:00.327,N,21105761,JDHMC20BCS,192,0,0,100.68,1555,5,1091,NULL,396
30409071,2021-12-23 22:48:00.313,N,21105762,JDHMC20BCS,192,923,0,61.8,0,1,1091,259,0
30409049,2021-12-23 22:47:30.303,N,21105762,JDHMC20BCS,192,923,0,61.8,0,1,1091,259,0
30408971,2021-12-23 22:45:00.347,N,21105761,JDHMC20BCS,192,0,0,100.68,1555,5,1091,NULL,396
30408970,2021-12-23 22:45:00.287,N,21405837,JDHMC2052A,177,1300,0,114.55,1549,4,NULL,2035,330
30408369,2021-12-23 22:27:30.287,N,21105761,JDHMC20BCS,192,0,0,100.68,1555,5,1091,NULL,0
30408068,2021-12-23 22:19:00.390,N,21105761,JDHMC20BCN,192,0,0,100.68,0,5,1091,NULL,0
30408045,2021-12-23 22:18:30.290,N,21305937,JDHST29ACN,194,0,602,63.08,1577,3,1035,100,440
30407602,2021-12-23 22:05:30.270,N,21305937,JDHST29ACN,193,0,602,63.08,1577,3,1035,100,440
30407582,2021-12-23 22:05:00.263,N,21305936,JDHST29ACN,195,1050,0,54.28,1553,5,1035,NULL,22
30407412,2021-12-23 22:01:30.573,N,21105761,JDHCG04BCN,192,0,0,100.68,0,1,1091,NULL,0
30407399,2021-12-23 22:01:00.347,N,21105761,JDHCG04BCN,192,0,0,100.68,0,1,1091,NULL,0
30406941,2021-12-23 21:52:30.240,N,21305937,JDHST29ACN,193,0,602,63.08,1577,3,1035,100,0
30406916,2021-12-23 21:52:00.247,N,21305937,JDHCG04BCN,193,0,602,0,0,3,1035,100,0
30406428,2021-12-23 21:37:00.220,N,21305936,JDHST29ACN,195,1050,0,54.28,1553,5,1035,NULL,22
30405938,2021-12-23 21:23:30.217,N,21305936,JDHST29ACN,195,1050,0,54.28,1553,5,1035,NULL,0
30405783,2021-12-23 21:19:00.243,N,21405836,JDHST29ACN,186,656,246,90.27,1572,4,1010,NULL,396
30405740,2021-12-23 21:18:30.197,N,21305936,JDHST29ACN,195,1050,0,54.28,0,5,1035,NULL,0
30405530,2021-12-23 21:15:00.180,N,21105760,JDHST29ACN,189,0,295,93.35,1572,5,1091,NULL,374
30404810,2021-12-23 20:57:30.160,N,21105760,JDHST29ACN,188,0,295,93.35,1572,5,1091,NULL,374
30404237,2021-12-23 20:41:30.153,N,21105760,JDHST29ACN,188,0,295,93.35,1572,5,1091,NULL,0
30404153,2021-12-23 20:39:00.153,N,21405836,JDHST29ACN,186,656,246,90.27,1572,4,1010,NULL,396
30404069,2021-12-23 20:37:30.170,N,21305936,JDHCG04ACZ,195,1050,0,0,0,3,1035,NULL,0
30404061,2021-12-23 20:37:30.167,N,21305936,JDHCG04ACZ,195,1050,0,0,0,3,1035,NULL,0
30403875,2021-12-23 20:32:30.160,N,21105760,JDHST29ACN,188,0,295,93.35,0,5,1091,NULL,0
30403419,2021-12-23 20:18:00.153,N,21405836,JDHST29ACN,186,656,246,0,1572,4,1010,NULL,396
30403378,2021-12-23 20:16:30.150,N,21105759,JDHCG04BCN,181,0,0,69.37,1552,5,1091,NULL,374
30403239,2021-12-23 20:12:00.140,N,21405836,JDHCG04BCN,186,656,246,0,0,4,1010,NULL,0
30403209,2021-12-23 20:11:30.147,N,21105760,JDTL0550DN,188,0,295,93.35,0,1,1091,NULL,0
30403185,2021-12-23 20:11:30.137,N,21105760,JDTL0550DN,188,0,295,93.35,0,1,1091,NULL,0
30403111,2021-12-23 20:09:00.280,N,21305935,JDHCG04BCN,195,730,156,110.4,1583,3,1088,125,418
30402745,2021-12-23 20:01:00.390,N,21105759,JDHCG04BCN,181,0,0,69.37,1552,5,1091,NULL,374
30402354,2021-12-23 19:51:00.127,N,21105759,JDHCG04BCN,181,0,0,69.37,1552,5,1091,NULL,0
30402290,2021-12-23 19:49:00.130,N,21105759,JDHCG04BCN,181,0,0,69.37,0,5,1091,NULL,0
30402263,2021-12-23 19:48:30.127,N,21105759,JDTL0550DN,181,0,0,0,0,1,1091,NULL,0
30402250,2021-12-23 19:48:00.127,N,21105759,JDTL0550DN,181,0,0,0,0,1,1091,NULL,0
30401625,2021-12-23 19:29:00.103,N,21105758,JDHCG04ACN,214,0,1402,114.43,0,5,1870,117,374
30401593,2021-12-23 19:28:30.183,N,21105758,JDHCG04ACN,214,0,1402,114.43,0,5,1870,117,374
30401574,2021-12-23 19:28:00.250,N,21305935,JDHCG04BCN,195,730,156,110.4,1583,3,1088,125,418
30401348,2021-12-23 19:23:30.193,N,21405835,JDHCG04BCN,188,723,162,128.55,1563,4,1126,68,440
30401336,2021-12-23 19:23:30.117,N,21305935,JDTL0550DN,195,730,156,110.4,0,3,1088,125,0
30400651,2021-12-23 19:06:30.100,N,21105758,JDHCG04ACN,214,0,1402,114.43,1553,5,1094,NULL,374
30399914,2021-12-23 18:50:30.067,N,21405835,JDHCG04BCN,188,723,162,128.55,1563,4,1126,68,440
30399739,2021-12-23 18:45:30.103,N,21405835,JDHCG04BCN,188,723,162,0,0,4,1126,68,0
30399424,2021-12-23 18:37:30.053,N,21105758,JDHCG04ACN,214,0,1402,114.43,1553,5,1094,NULL,374
30398874,2021-12-23 18:24:00.050,N,21105758,JDHCG04BCN,214,0,1402,114.43,1553,5,1094,NULL,0
30398649,2021-12-23 18:17:00.033,N,21105758,JDTL0550DN,214,0,1402,114.43,0,5,1094,NULL,0
30398511,2021-12-23 18:13:00.100,N,21405834,JDHCG04BCN,196,855,261,97.83,1562,5,1465,NULL,440
30398132,2021-12-23 18:03:00.023,N,21305934,JDHCG04BCN,195,1010,0,61.33,1569,3,926,179,440
30397628,2021-12-23 17:50:00.037,N,21105758,JDTL0550DN,214,0,1402,0,0,1,1094,NULL,0
30397606,2021-12-23 17:49:30.010,N,21105758,JDTL0550DN,214,0,1402,0,0,1,1094,NULL,0
30397439,2021-12-23 17:46:00.020,N,21305934,JDHCG04BCN,195,1010,0,61.33,1569,3,926,179,440
30397380,2021-12-23 17:44:30.010,N,21405834,JDHCG04BCN,196,855,261,97.83,1562,5,1465,NULL,440
30397033,2021-12-23 17:35:00.047,N,21305934,JDHCG04BCN,195,1010,0,0,1569,3,926,179,440
30396986,2021-12-23 17:33:59.990,N,21405834,JDHCG04BCN,196,855,261,97.83,0,5,1465,NULL,440
30396937,2021-12-23 17:33:00.207,N,21305934,JDTL0550DN,195,1010,0,0,0,3,926,179,0
30396532,2021-12-23 17:22:59.997,N,21405834,JDHCG04BCN,196,855,261,97.83,0,4,1124,NULL,440
30396404,2021-12-23 17:19:29.997,N,21405834,JDHCG04BCN,196,855,261,97.83,0,4,1124,NULL,0
30396273,2021-12-23 17:15:29.993,N,21105757,JDHCG04BCN,194,0,904,99.72,1600,5,1091,NULL,374
30395809,2021-12-23 17:02:29.977,N,21305933,JDHCG04BCN,180,1090,0,223.3,1559,3,926,NULL,440
30395543,2021-12-23 16:54:59.957,N,21105757,JDHCG04BCN,193,0,904,99.72,1600,5,1091,NULL,374
30394954,2021-12-23 16:36:59.927,N,21105757,JDHCG04BCN,193,0,904,99.72,1600,5,1091,NULL,0
30394789,2021-12-23 16:31:59.933,N,21305933,JDHCG04BCN,180,1090,0,223.3,1559,3,926,NULL,440
30394644,2021-12-23 16:27:29.953,N,21105757,JDHCG04BCN,193,0,904,99.72,0,5,1091,NULL,0
30394539,2021-12-23 16:25:00.040,N,21105757,JDHCG04BCN,193,0,904,99.72,0,1,1091,NULL,0
30394521,2021-12-23 16:24:59.957,N,21105757,JDHCG04BCN,193,0,904,99.72,0,1,1091,NULL,0
30394264,2021-12-23 16:16:59.943,N,21305933,JDHCG04BCN,180,1090,0,0,1559,3,926,NULL,440
30394245,2021-12-23 16:16:29.943,N,21105756,JDHCG04BCN,199,0,936,215.05,1566,5,1090,NULL,440
30394127,2021-12-23 16:13:29.930,N,21305933,JDHCG04B1N,180,1090,0,0,0,3,926,NULL,0
30393898,2021-12-23 16:09:30.220,N,21405833,JDHCG04BCN,184,706,195,11322.78,1605,4,248,NULL,440
30392922,2021-12-23 15:41:29.893,N,21405833,JDHCG04BCN,184,706,195,11322.78,1605,4,248,NULL,440
30392847,2021-12-23 15:39:29.907,N,21405833,JDHCG04ACN,184,706,195,11322.78,0,4,248,NULL,0
30392493,2021-12-23 15:28:29.890,N,21105756,JDHCG04BCN,199,0,936,215.05,1566,5,1090,NULL,440
30392188,2021-12-23 15:18:59.870,N,21105756,JDHCG04ACZ,199,0,936,215.05,0,5,1090,NULL,440
30392139,2021-12-23 15:17:29.890,N,21405832,JDHCG04BCN,97,1250,0,102.45,1558,4,1005,229,396
30391858,2021-12-23 15:07:30.120,N,21305932,JDHCG04BCN,56,804,102,212.6,1545,5,1125,NULL,506
30391323,2021-12-23 14:51:59.840,N,21105756,JDHCG04ACZ,199,0,936,215.05,0,1,1090,NULL,440
30391298,2021-12-23 14:51:29.833,N,21105756,JDHCG04ACZ,199,0,936,215.05,0,1,1090,NULL,0
30391239,2021-12-23 14:49:59.843,N,21405832,JDHCG04BCN,97,1250,0,102.45,1558,4,1005,229,396
30390271,2021-12-23 14:21:59.827,N,21305932,JDHCG04BCN,56,804,102,212.6,1545,5,1125,NULL,506
30390169,2021-12-23 14:18:59.810,N,21405832,JDHCG04BCN,97,1250,0,102.45,0,4,1005,229,0
30390086,2021-12-23 14:15:59.803,N,21305932,JDHCG04BCN,56,804,102,212.6,0,5,1125,NULL,506
30389963,2021-12-23 14:10:29.887,N,21105755,JDHCG04BCN,196,1241,0,99.77,1608,5,1090,NULL,418
30389751,2021-12-23 14:02:29.980,N,21305932,JDHCG04BCN,56,804,102,226.1,0,3,1125,NULL,506
30389665,2021-12-23 14:00:30.233,N,21305931,JDHCG04BCN,183,809,86,159.67,1569,4,1880,NULL,440
30389630,2021-12-23 13:58:59.843,N,21305932,JDHCG04B1N,56,804,102,226.1,0,3,1125,NULL,0
30389122,2021-12-23 13:42:29.900,N,21305931,JDHCG04BCN,183,809,86,159.67,1569,4,1880,NULL,440
30388893,2021-12-23 13:36:59.763,N,21305931,JDHCG04BCN,183,809,86,159.67,0,4,1880,NULL,440
30388775,2021-12-23 13:33:29.970,N,21305931,JDHCG04BCN,183,809,86,198.52,1554,3,1128,NULL,440
30388317,2021-12-23 13:19:59.743,N,21105755,JDHCG04BCN,196,1241,0,99.77,1608,5,1090,NULL,418
